                                                                                                                                                                                                                                                                                                                                                                                                                                    #
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:article_0_1_0_0_1_248_2_1_2" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="relativeDeathRate2.t:article_0_1_0_0_1_248_2_1_2" lower="0.0" name="relativeDeathRate" upper="1.0">0.5</parameter>
#            <parameter id="birthRate2.t:article_0_1_0_0_1_248_2_1_2" lower="0.0" name="birthDiffRate" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:article_0_1_0_0_1_248_2_1_2">
#                <taxonset id="TaxonSet.article_0_1_0_0_1_248_2_1_2" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:article_0_1_0_0_1_248_2_1_2" name="distribution" x="@birthRate2.t:article_0_1_0_0_1_248_2_1_2">
#            <Uniform id="Uniform.0" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:article_0_1_0_0_1_248_2_1_2" name="distribution" x="@relativeDeathRate2.t:article_0_1_0_0_1_248_2_1_2">
#            <Uniform id="Uniform.01" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@article_0_1_0_0_1_248_2_1_2" id="treeLikelihood.article_0_1_0_0_1_248_2_1_2" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:article_0_1_0_0_1_248_2_1_2">
#            <siteModel id="SiteModel.s:article_0_1_0_0_1_248_2_1_2" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:article_0_1_0_0_1_248_2_1_2" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:article_0_1_0_0_1_248_2_1_2" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:article_0_1_0_0_1_248_2_1_2" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:article_0_1_0_0_1_248_2_1_2" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:article_0_1_0_0_1_248_2_1_2" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:article_0_1_0_0_1_248_2_1_2" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	BirthDeath	birthRate2	relativeDeathRate2	
0	-530447.7697021723	-530469.8556013963	22.085899223995167	-530469.8556013963	1.4263500665040811	28.993654502977304	1.0	0.5	
1000	-368033.72862059163	-368087.77118277835	54.04256218673898	-368087.77118277835	1.1540853165131997	60.95031746572111	1.1095129183633223	0.9341180922349334	
2000	-315864.51789055864	-315925.1348788376	60.61698827900565	-315925.1348788376	0.31153595660553735	67.52474355798779	1.1236406681532076	0.9011460520642143	
3000	-290874.2686994581	-290943.4803472432	69.21164778510607	-290943.4803472432	0.23269626462678167	76.1194030640882	3.010506498453077	0.7238520983285274	
4000	-270640.70714111364	-270724.50542747317	83.79828635949654	-270724.50542747317	0.19736771161009095	90.70604163847868	7.789184651408357	0.3681107640071666	
5000	-255683.03310994405	-255770.7660030102	87.73289306615465	-255770.7660030102	0.18110307164240644	94.64064834513678	13.020112492698372	0.1250141818015928	
6000	-247631.9490213576	-247727.56431342365	95.61529206604503	-247727.56431342365	0.15360668891882653	102.52304734502717	9.923447029649843	0.15551281803846992	
7000	-232027.43355444443	-232133.16912053712	105.73556609268776	-232133.16912053712	0.14495616369589645	112.6433213716699	14.678552982647926	0.13534180283563496	
8000	-222707.96951542236	-222811.5429177922	103.57340236982033	-222811.5429177922	0.15934045038461206	110.48115764880247	17.2806754829641	0.10719721544737994	
9000	-215615.77671321182	-215726.01821299596	110.24149978412915	-215726.01821299596	0.15194698753624797	117.14925506311128	16.826691477868636	0.07761857534949415	
10000	-212477.20314190263	-212586.1446314991	108.94148959648243	-212586.1446314991	0.16104518998380976	115.84924487546456	14.223065498340834	0.1860970260792665	
11000	-211075.843418449	-211186.4897057871	110.64628733811801	-211186.4897057871	0.15902498998153766	117.55404261710015	16.670917172289382	0.1314904361065663	
12000	-209171.35425476253	-209282.2821065762	110.92785181366227	-209282.2821065762	0.1553312062474271	117.83560709264441	21.34613393498107	0.057016504004417407	
13000	-208897.6694064571	-209013.96941748084	116.30001102372225	-209013.96941748084	0.14849301951500873	123.20776630270439	15.905367271736692	0.013749864806442347	
14000	-208746.00078935677	-208862.07606488993	116.07527553315745	-208862.07606488993	0.14988544184311114	122.98303081213959	16.33582393161819	0.018521516904250555	
15000	-208656.00368762645	-208772.06447348403	116.06078585758574	-208772.06447348403	0.14988544184311114	122.96854113656788	18.0869548389337	0.026151621389178425	
16000	-208626.5934282752	-208742.64275822518	116.04932994997792	-208742.64275822518	0.1491991189211703	122.95708522896005	17.608960670460064	0.042891773411926765	
17000	-208612.47030832997	-208727.35490976492	114.88460143496246	-208727.35490976492	0.1516613497700468	121.7923567139446	17.71767446319486	0.058745044983860836	
18000	-208587.4253976976	-208702.88445775156	115.45906005394485	-208702.88445775156	0.15108561708809395	122.36681533292699	18.438116195983493	0.017232910937299874	
19000	-208563.25259224643	-208677.79421892366	114.54162667724857	-208677.79421892366	0.15151251902759924	121.44938195623071	19.745392298446557	0.033832513166476265	
20000	-208545.49716169026	-208660.39520857195	114.89804688169002	-208660.39520857195	0.15016784349487367	121.80580216067216	15.794300860341478	0.13571307820268388	
21000	-208521.45842380004	-208637.33899591884	115.88057211878927	-208637.33899591884	0.15103272042292315	122.78832739777141	16.846812180242413	0.03987043759274864	
22000	-208513.07503571874	-208627.4667124639	114.39167674518616	-208627.4667124639	0.15103272042292315	121.2994320241683	21.120298988207963	0.03878927922046013	
23000	-208507.009467504	-208623.1571077822	116.14764027820011	-208623.1571077822	0.15106829713452502	123.05539555718225	17.50619918894453	0.027000652802273664	
24000	-208477.31014539773	-208591.75710415386	114.4469587561302	-208591.75710415386	0.15220293396407725	121.35471403511234	14.578722280847972	0.09372730966161943	
25000	-208463.65328232435	-208578.84492823653	115.1916459121937	-208578.84492823653	0.15270594789125969	122.09940119117584	17.095999819982204	0.07058448796605775	
26000	-208456.61166563784	-208571.29046313447	114.67879749663103	-208571.29046313447	0.15270594789125969	121.58655277561317	15.453788054188202	0.11646488526337109	
27000	-208455.5155814869	-208567.08680023806	111.57121875117929	-208567.08680023806	0.15270594789125969	118.47897403016142	11.570418368197588	0.1332350817945515	
28000	-208449.79384865618	-208564.48365136076	114.68980270458157	-208564.48365136076	0.15270594789125969	121.5975579835637	15.095029607225936	0.06700496587148563	
29000	-208449.519995402	-208562.97741096123	113.45741555922933	-208562.97741096123	0.15270594789125969	120.36517083821147	17.13587274246115	0.18319797915429734	
30000	-208447.44464207324	-208561.76354539633	114.31890332310041	-208561.76354539633	0.15089237632582617	121.22665860208255	17.875656528538297	0.05705316506730876	
31000	-208448.88112483197	-208564.9170147872	116.03588995523143	-208564.9170147872	0.14981372737688392	122.94364523421356	15.993277279385042	0.05435161332463113	
32000	-208446.4118187455	-208559.53238362682	113.12056488134542	-208559.53238362682	0.1514444749789818	120.02832016032755	21.17885917296379	0.065506161994337	
33000	-208445.66094823045	-208557.05790118297	111.39695295251025	-208557.05790118297	0.15239557486264813	118.30470823149238	11.295238732124206	0.3734219038925806	
34000	-208423.9976037781	-208539.31723641529	115.31963263720854	-208539.31723641529	0.15132712189949207	122.22738791619068	15.184902326756156	0.02264400565618677	
35000	-208428.00894817643	-208543.2122814416	115.20333326516703	-208543.2122814416	0.15145454666731828	122.11108854414917	19.364509381531903	0.023897236611706386	
36000	-208436.75511544198	-208551.71788424486	114.96276880287931	-208551.71788424486	0.1506134112548052	121.87052408186145	16.809858082358243	0.09968388156072709	
37000	-208434.05785365906	-208545.25486318948	111.19700953040667	-208545.25486318948	0.15180151712946927	118.10476480938881	11.54084288400773	0.02824770196867327	
38000	-208433.27224637714	-208547.94441082815	114.67216445100189	-208547.94441082815	0.1511978220457107	121.57991972998403	19.111021984338038	0.06912065000847124	
39000	-208430.9447599863	-208547.15255619225	116.2077962059483	-208547.15255619225	0.1505759621181366	123.11555148493044	18.41587805613901	0.02488771255441739	
40000	-208426.00183153368	-208541.27468229126	115.2728507575921	-208541.27468229126	0.1529982553639756	122.18060603657423	16.337396036026544	0.01594908233681793	
41000	-208431.77928725808	-208545.48137341626	113.70208615819472	-208545.48137341626	0.1529982553639756	120.60984143717685	18.707019025983666	0.11245336464424069	
42000	-208435.60308633547	-208549.10277249798	113.49968616250415	-208549.10277249798	0.1529982553639756	120.40744144148628	13.478118868069158	0.11655510152609151	
43000	-208425.15303752612	-208540.2847936848	115.13175615868518	-208540.2847936848	0.15303515307382085	122.03951143766731	15.915000307176049	0.052299692660013886	
